"index","collection","packageId","granuleId","title","detailsLink","pdfLink","pdfSize","htmlLink","htmlSize","xmlLink","xmlSize","otherLink1","other1Size","otherLink2","other2Size","teaser","historical","publishdate"
"33","Congressional Committee Prints","CPRT-110JPRT28784","CPRT-110JPRT28784","Legislation on Foreign Relations Through 2005","https://www.govinfo.gov/app/details/CPRT-110JPRT28784/CPRT-110JPRT28784","https://www.govinfo.gov/content/pkg/CPRT-110JPRT28784/pdf/CPRT-110JPRT28784.pdf","4.6 MB","https://www.govinfo.gov/content/pkg/CPRT-110JPRT28784/html/CPRT-110JPRT28784.htm","6.3 MB","","0 B","","0 B","","0 B"," COMMITTEE PRINT OCTOBER 2008 VOLUME III CURRENT LEGISLATION AND RELATED EXECUTIVE ORDERS U.S. House of Representatives U.S. Senate Legislation on Foreign Relations Through 2005--Volume III COMMITTEE ON FOREIGN AFFAIRS COMMITTEE ON FOREIGN RELATIONS Legislation on Foreign Relations Through 2005 [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] OCTOBER ...","","2008-10-01"
"34","Congressional Committee Prints","CPRT-109JPRT24796","CPRT-109JPRT24796","Legislation on Foreign Relations Through 2005","https://www.govinfo.gov/app/details/CPRT-109JPRT24796/CPRT-109JPRT24796","https://www.govinfo.gov/content/pkg/CPRT-109JPRT24796/pdf/CPRT-109JPRT24796.pdf","3.4 MB","https://www.govinfo.gov/content/pkg/CPRT-109JPRT24796/html/CPRT-109JPRT24796.htm","4.7 MB","","0 B","","0 B","","0 B"," JANUARY 2006 VOLUME I-A OF VOLUMES I-A AND I-B CURRENT LEGISLATION AND RELATED EXECUTIVE ORDERS U.S. House of Representatives U.S. Senate Printed for the use of the Committees on International Relations and Foreign Relations of the House of Representatives and the Senate respectively u.s. government printing office washington : 2006 24-796 PS ...","","2006-01-01"
"35","Congressional Committee Prints","CPRT-95JPRT78846vII","CPRT-95JPRT78846vII","Legislation on foreign relations through 1976. Volume 2: Legislation, treaties, and related documents.","https://www.govinfo.gov/app/details/CPRT-95JPRT78846vII/CPRT-95JPRT78846vII","https://www.govinfo.gov/content/pkg/CPRT-95JPRT78846vII/pdf/CPRT-95JPRT78846vII.pdf","439.6 MB","","0 B","","0 B","","0 B","","0 B",", AND RELATED DOCUMENTS VOLUME II U.S. Senate U.S. House of Representatives COMMITTEE ON FOREIGN RELATIONS COMMITTEE ON INTERNATIONAL RELATIONS Legislation on Foreign Relations Through 1976 JOINT COMMITTEE PRINT FEBRUARY 1977 LEGISLATION, TREATIES, AND RELATED DOCUMENTS VOLUME II U.S. Senate U.S. House of Representatives Printed for the use of ...","","1977-02-01"
"36","Congressional Committee Prints","CPRT-118SPRT50859","CPRT-118SPRT50859","RULES OF THE COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE","https://www.govinfo.gov/app/details/CPRT-118SPRT50859/CPRT-118SPRT50859","https://www.govinfo.gov/content/pkg/CPRT-118SPRT50859/pdf/CPRT-118SPRT50859.pdf","83.3 KB","https://www.govinfo.gov/content/pkg/CPRT-118SPRT50859/html/CPRT-118SPRT50859.htm","40.5 KB","","0 B","","0 B","","0 B"," IN TIFF FORMAT] FEBRUARY 2023 Printed for the use of the Committee on Foreign Relations U.S. GOVERNMENT PUBLISHING OFFICE 50-859 PDF WASHINGTON : 2023 COMMITTEE ON FOREIGN RELATIONS ROBERT MENENDEZ, New Jersey, Chairman BENJAMINI L. CARDIN, Maryland JAMES E. RISCH, Idaho JEANNE SHAHEEN, New Hampshire MARCO RUBIO, Florida CHRISTOPHER A. COONS,...","","2023-02-27"
"37","Congressional Committee Prints","CPRT-97JPRT68608OvIII","CPRT-97JPRT68608OvIII","Legislation on foreign relations through 1980. Volume 3: Treaties and related materials.","https://www.govinfo.gov/app/details/CPRT-97JPRT68608OvIII/CPRT-97JPRT68608OvIII","https://www.govinfo.gov/content/pkg/CPRT-97JPRT68608OvIII/pdf/CPRT-97JPRT68608OvIII.pdf","529.3 MB","","0 B","","0 B","","0 B","","0 B"," U.S. House of Representatives Legislation on COMMITTEE ON FOREIGN RELATIONS COMMITTEE ON FOREIGN AFFAIRS Legislation on Foreign Relations Through 1980 JOINT COMMITTEE PRINT FEBRUARY 1981 TREATIES AND RELATED MATERIAL VOLUME III U.S. Senate U.S. House of Representatives Printed for the use of the Committees on Foreign Relations and Foreign Affairs...","","1981-02-01"
"38","Congressional Committee Prints","CPRT-114SPRT92795","CPRT-114SPRT92795","RULES OF THE COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE","https://www.govinfo.gov/app/details/CPRT-114SPRT92795/CPRT-114SPRT92795","https://www.govinfo.gov/content/pkg/CPRT-114SPRT92795/pdf/CPRT-114SPRT92795.pdf","82.2 KB","https://www.govinfo.gov/content/pkg/CPRT-114SPRT92795/html/CPRT-114SPRT92795.htm","41.5 KB","","0 B","","0 B","","0 B"," for the use of the Committee on Foreign Relations U.S. GOVERNMENT PUBLISHING OFFICE 92-795PDF WASHINGTON : 2015 For sale by the Superintendent of Documents, U.S. Government Publishing Office, Internet:bookstore.gpo.gov. Phone:toll free (866)512-1800;DC area (202)512-1800 Fax:(202) 512-2104 Mail:Stop IDCC,Washington,DC 20402-001 COMMITTEE ON ...","","2015-01-01"
"39","Congressional Committee Prints","CPRT-107SPRT74802","CPRT-107SPRT74802","RULES OF THE COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE","https://www.govinfo.gov/app/details/CPRT-107SPRT74802/CPRT-107SPRT74802","https://www.govinfo.gov/content/pkg/CPRT-107SPRT74802/pdf/CPRT-107SPRT74802.pdf","86.5 KB","https://www.govinfo.gov/content/pkg/CPRT-107SPRT74802/html/CPRT-107SPRT74802.htm","38.7 KB","","0 B","","0 B","","0 B"," use of the Committee on Foreign Relations Reprinted to reflect changes in Committee membership as of July 10, 2001 U.S. GOVERNMENT PRINTING OFFICE 74-802 WASHINGTON : 2001 COMMITTEE ON FOREIGN RELATIONS JOSEPH R. BIDEN, Jr., Delaware, Chairman PAUL S. SARBANES, Maryland JESSE HELMS, North Carolina, Ranking CHRISTOPHER J. DODD, Connecticut Member ...","","2001-02-07"
"40","Congressional Committee Prints","CPRT-106SPRT54827","CPRT-106SPRT54827","RULES OF THE COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE","https://www.govinfo.gov/app/details/CPRT-106SPRT54827/CPRT-106SPRT54827","https://www.govinfo.gov/content/pkg/CPRT-106SPRT54827/pdf/CPRT-106SPRT54827.pdf","173.8 KB","https://www.govinfo.gov/content/pkg/CPRT-106SPRT54827/html/CPRT-106SPRT54827.htm","38.2 KB","","0 B","","0 B","","0 B"," HAGEL, Nebraska GORDON H. SMITH, Oregon ROD GRAMS, Minnesota SAM BROWNBACK, Kansas CRAIG THOMAS, Wyoming JOHN ASHCROFT, Missouri BILL FRIST, Tennessee JOSEPH R. BIDEN, Jr., Delaware PAUL S. SARBANES, Maryland CHRISTOPHER J. DODD, Connecticut JOHN F. KERRY, Massachusetts RUSSELL D. FEINGOLD, Wisconsin PAUL D. WELLSTONE, Minnesota BARBARA BOXER, ...","","2000-01-01"
"41","Congressional Committee Prints","CPRT-111SPRT34737","CPRT-111SPRT34737","EXECUTIVE SESSIONS OF THE SENATE FOREIGN RELATIONS COMMITTEE (HISTORICAL SERIES)","https://www.govinfo.gov/app/details/CPRT-111SPRT34737/CPRT-111SPRT34737","https://www.govinfo.gov/content/pkg/CPRT-111SPRT34737/pdf/CPRT-111SPRT34737.pdf","2.9 MB","https://www.govinfo.gov/content/pkg/CPRT-111SPRT34737/html/CPRT-111SPRT34737.htm","3.1 MB","","0 B","","0 B","","0 B"," CONGRESS SECOND SESSION January 10, 1968 MADE PUBLIC 2009 Printed for the use of the Committee on Foreign Relations COMMITTEE ON FOREIGN RELATIONS U.S. GOVERNMENT PRINTING OFFICE 34-737 WASHINGTON : 2010 For sale by the Superintendent of Documents, U.S. Government Printing Office Internet: bookstore.gpo.gov Phone: toll free (866) 512-1800;...","","1968-01-10"
"42","Congressional Committee Prints","CPRT-110JPRT27332","CPRT-110JPRT27332","Legislation on Foreign Relations Through 2005","https://www.govinfo.gov/app/details/CPRT-110JPRT27332/CPRT-110JPRT27332","https://www.govinfo.gov/content/pkg/CPRT-110JPRT27332/pdf/CPRT-110JPRT27332.pdf","4.9 MB","https://www.govinfo.gov/content/pkg/CPRT-110JPRT27332/html/CPRT-110JPRT27332.htm","6.6 MB","","0 B","","0 B","","0 B"," COMMITTEE PRINT MAY 2008 VOLUME II-A OF VOLUMES II-A AND II-B CURRENT LEGISLATION AND RELATED EXECUTIVE ORDERS U.S. House of Representatives U.S. Senate Legislation on Foreign Relations Through 2005--Volume II-A of Volumes II-A and II-B ? COMMITTEE ON FOREIGN AFFAIRS COMMITTEE ON FOREIGN RELATIONS Legislation on Foreign Relations Through 2005 [...","","2008-05-01"
"43","Congressional Committee Prints","CPRT-108JPRT88465","CPRT-108JPRT88465","Legislation on Foreign Relations Through 2002","https://www.govinfo.gov/app/details/CPRT-108JPRT88465/CPRT-108JPRT88465","https://www.govinfo.gov/content/pkg/CPRT-108JPRT88465/pdf/CPRT-108JPRT88465.pdf","3.9 MB","https://www.govinfo.gov/content/pkg/CPRT-108JPRT88465/html/CPRT-108JPRT88465.htm","5.1 MB","","0 B","","0 B","","0 B"," JOINT COMMITTEE PRINT OCTOBER 2003 VOLUME I-B OF VOLUMES I-A AND I-B CURRENT LEGISLATION AND RELATED EXECUTIVE ORDERS U.S. House of Representatives U.S. Senate Legislation on Foreign Relations Through 2002--Volume I-B of Vols. I-A & I-B COMMITTEE ON INTERNATIONAL RELATIONS COMMITTEE ON FOREIGN RELATIONS Legislation on Foreign Relations Through ...","","2003-10-01"
"44","Congressional Committee Prints","CPRT-107JPRT70363","CPRT-107JPRT70363","Legislation on Foreign Relations Through 2000","https://www.govinfo.gov/app/details/CPRT-107JPRT70363/CPRT-107JPRT70363","https://www.govinfo.gov/content/pkg/CPRT-107JPRT70363/pdf/CPRT-107JPRT70363.pdf","2.9 MB","https://www.govinfo.gov/content/pkg/CPRT-107JPRT70363/html/CPRT-107JPRT70363.htm","3.7 MB","","0 B","","0 B","","0 B"," JUNE 2001 VOLUME I-A OF VOLUMES I-A AND I-B CURRENT LEGISLATION AND RELATED EXECUTIVE ORDERS U.S. House of Representatives U.S. Senate Printed for the use of the Committees on International Relations and Foreign Relations of the House of Representatives and Senate respectively -------- U.S. GOVERNMENT PRINTING OFFICE WASHINGTON : 2001 70-363 CC ...","","2001-06-01"
"45","Congressional Committee Prints","CPRT-108JPRT85199","CPRT-108JPRT85199","EXPLANATION OF PROPOSED INCOME TAX TREATY BETWEEN THE UNITED STATES AND THE UNITED KINGDOM Scheduled for a Hearing before the COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE ON MARCH 5, 2003","https://www.govinfo.gov/app/details/CPRT-108JPRT85199/CPRT-108JPRT85199","https://www.govinfo.gov/content/pkg/CPRT-108JPRT85199/pdf/CPRT-108JPRT85199.pdf","282.1 KB","https://www.govinfo.gov/content/pkg/CPRT-108JPRT85199/html/CPRT-108JPRT85199.htm","314.6 KB","","0 B","","0 B","","0 B"," COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE ON MARCH 5, 2003 Prepared by the Staff of the JOINT COMMITTEE ON TAXATION [GRAPHIC] [TIFF OMITTED] TONGRESS.#13 March 3, 2003 U.S. GOVERNMENT PRINTING OFFICE 85-199 WASHINGTON : 2003 JCS-4-03 JOINT COMMITTEE ON TAXATION 108th Congress, 1st Session ------ HOUSE SENATE WILLIAM M. THOMAS, California...","","2003-03-03"
"46","Congressional Committee Prints","CPRT-95JPRT78846vI","CPRT-95JPRT78846vI","Legislation on foreign relations through 1976. Volume 1: Annual authorizing legislation on related documents.","https://www.govinfo.gov/app/details/CPRT-95JPRT78846vI/CPRT-95JPRT78846vI","https://www.govinfo.gov/content/pkg/CPRT-95JPRT78846vI/pdf/CPRT-95JPRT78846vI.pdf","381.5 MB","","0 B","","0 B","","0 B","","0 B","Through 1976 PJOINT COMMITTEE PRINT FEBRUARY 1977 ANNUAL AUTHORIZING LEGISLATION AND RELATED DOCUMENTS VOLUME I U.S. Senate U.S. House of Representatives COMMITTEE ON FOREIGN RELATIONS COMMITTEE ON INTERNATIONAL RELATIONS Legislation on Foreign Relations Through 1976 JOINT COMMITTEE PRINT FEBRUARY 1977 ANNUAL AUTHORIZING LEGISLATION AND RELATED ...","","1977-02-01"
"47","Congressional Committee Prints","CPRT-118SPRT56851","CPRT-118SPRT56851","BUSINESS MEETINGS OF THE COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE DURING THE ONE HUNDRED EIGHTEENTH CONGRESS First Session January 3, 2023 to January 3, 2024 Second Session January 3, 2024 to January 3, 2025","https://www.govinfo.gov/app/details/CPRT-118SPRT56851/CPRT-118SPRT56851","https://www.govinfo.gov/content/pkg/CPRT-118SPRT56851/pdf/CPRT-118SPRT56851.pdf","28.1 MB","https://www.govinfo.gov/content/pkg/CPRT-118SPRT56851/html/CPRT-118SPRT56851.htm","641.2 KB","","0 B","","0 B","","0 B"," ONE HUNDRED EIGHTEENTH CONGRESS First Session January 3, 2023 to January 3, 2024 Second Session January 3, 2024 to January 3, 2025 [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] Printed for the use of the Committee on Foreign Relations Available via the World Wide Web: http://www.govinfo.gov U.S. GOVERNMENT PUBLISHING OFFICE 56-851 WASHINGTON : 2025 ...","","2024-01-03"
"48","Congressional Committee Prints","CPRT-89SPRT55556","CPRT-89SPRT55556","Background information on the Committee on Foreign Relations, United States Senate.","https://www.govinfo.gov/app/details/CPRT-89SPRT55556/CPRT-89SPRT55556","https://www.govinfo.gov/content/pkg/CPRT-89SPRT55556/pdf/CPRT-89SPRT55556.pdf","51.1 MB","","0 B","","0 B","","0 B","","0 B"," SENATE 3’ 00 in JANUARY 1966 on 4 □ o Printed for the use of the Committee on Foreign Relations 55-556 U.S. GOVERNMENT PRINTING OFFICE WASHINGTON: 1966 COMMITTEE ON FOREIGN RELATIONS J. W. FULBRIGHT, Arkansas, Chairman JOHN SPARKMAN, Alabama MIKE MANSFIELD, Montana WAYNE MORSE, Oregon RUSSELL B. LONG, Louisiana ALBERT GORE, Tennessee FRANK J....","","1966-01-01"
"49","Congressional Committee Prints","CPRT-111JPRT54608","CPRT-111JPRT54608","Legislation on Foreign Relations Through 2008","https://www.govinfo.gov/app/details/CPRT-111JPRT54608/CPRT-111JPRT54608","https://www.govinfo.gov/content/pkg/CPRT-111JPRT54608/pdf/CPRT-111JPRT54608.pdf","2.8 MB","https://www.govinfo.gov/content/pkg/CPRT-111JPRT54608/html/CPRT-111JPRT54608.htm","3.8 MB","","0 B","","0 B","","0 B"," OF VOLUMES II-A AND II-B CURRENT LEGISLATION AND RELATED EXECUTIVE ORDERS U.S. Senate U.S. House of Representatives COMMITTEE ON FOREIGN RELATIONS COMMITTEE ON FOREIGN AFFAIRS Legislation on Foreign Relations Through 2008 JULY 2010 VOLUME II-B OF VOLUMES II-A AND II-B CURRENT LEGISLATION AND RELATED EXECUTIVE ORDERS U.S. Senate U.S. House of ...","","2010-07-01"
"50","Congressional Committee Prints","CPRT-111JPRT51120","CPRT-111JPRT51120","Legislation on Foreign Relations Through 2008","https://www.govinfo.gov/app/details/CPRT-111JPRT51120/CPRT-111JPRT51120","https://www.govinfo.gov/content/pkg/CPRT-111JPRT51120/pdf/CPRT-111JPRT51120.pdf","4.5 MB","https://www.govinfo.gov/content/pkg/CPRT-111JPRT51120/html/CPRT-111JPRT51120.htm","6.4 MB","","0 B","","0 B","","0 B"," COMMITTEE PRINT MARCH 2010 VOLUME I-A OF VOLUMES I-A AND I-B CURRENT LEGISLATION AND RELATED EXECUTIVE ORDERS U.S. Senate U.S. House of Representatives Legislation on Foreign Relations Through 2008--Volume I-A of Vols. I-A & I-B COMMITTEE ON FOREIGN RELATIONS COMMITTEE ON FOREIGN AFFAIRS Legislation on Foreign Relations Through 2008 [GRAPHIC(S...","","2010-03-01"
"51","Congressional Committee Prints","CPRT-108JPRT91575","CPRT-108JPRT91575","Legislation on Foreign Relations Through 2000","https://www.govinfo.gov/app/details/CPRT-108JPRT91575/CPRT-108JPRT91575","https://www.govinfo.gov/content/pkg/CPRT-108JPRT91575/pdf/CPRT-108JPRT91575.pdf","4.0 MB","https://www.govinfo.gov/content/pkg/CPRT-108JPRT91575/html/CPRT-108JPRT91575.htm","5.5 MB","","0 B","","0 B","","0 B"," JOINT COMMITTEE PRINT FEBRUARY 2004 VOLUME III CURRENT LEGISLATION AND RELATED EXECUTIVE ORDERS U.S. House of Representatives U.S. Senate Legislation on Foreign Relations Through 2000--Volume III COMMITTEE ON INTERNATIONAL RELATIONS COMMITTEE ON FOREIGN RELATIONS Legislation on Foreign Relations Through 2000 [GRAPHIC] [TIFF OMITTED] TONGRESS.#15...","","2004-02-01"
"52","Congressional Committee Prints","CPRT-107JPRT70365","CPRT-107JPRT70365","Legislation on Foreign Relations Through 2000","https://www.govinfo.gov/app/details/CPRT-107JPRT70365/CPRT-107JPRT70365","https://www.govinfo.gov/content/pkg/CPRT-107JPRT70365/pdf/CPRT-107JPRT70365.pdf","6.4 MB","https://www.govinfo.gov/content/pkg/CPRT-107JPRT70365/html/CPRT-107JPRT70365.htm","8.0 MB","","0 B","","0 B","","0 B"," MAY 2002 VOLUME II CURRENT LEGISLATION AND RELATED EXECUTIVE ORDERS U.S. House of Representatives U.S. Senate Printed for the use of the Committees on International Relations and Foreign Relations of the House of Representatives and the Senate respectively U.S. GOVERNMENT PRINTING OFFICE WASHINGTON : 2002 70-365 CC For sale by the Superintendent ...","","2002-05-01"
"53","Congressional Committee Prints","CPRT-97JPRT68357OvII","CPRT-97JPRT68357OvII","Legislation on foreign relations through 1980. Volume 2: Current legislation and related executive orders.","https://www.govinfo.gov/app/details/CPRT-97JPRT68357OvII/CPRT-97JPRT68357OvII","https://www.govinfo.gov/content/pkg/CPRT-97JPRT68357OvII/pdf/CPRT-97JPRT68357OvII.pdf","522.0 MB","","0 B","","0 B","","0 B","","0 B"," Through 1980 FEBRUARY 1981 CURRENT LEGISLATION AND RELATED EXECUTIVE ORDERS VOLUME II U.S. Senate U.S. House of Representatives Printed for the use of the Committees on Foreign Relations and Foreign Affairs of the Senate and the House of Representatives respectively 68-357 O U.S. GOVERNMENT PRINTING OFFICE WASHINGTON : 1981 For sale by the ...","","1981-02-01"
"54","Congressional Committee Prints","CPRT-86SPRT48998","CPRT-86SPRT48998","United States-Latin American relations. Number 5, United States and Latin American policies affecting their economic relations: a study prepared at the request of the Subcommittee on American Republics Affairs of the Committee on Foreign Relations, United States Senate ... (pursuant to S. Res. 330, 85th Cong., and S. Res. 31, 86th Cong.) ...","https://www.govinfo.gov/app/details/CPRT-86SPRT48998/CPRT-86SPRT48998","https://www.govinfo.gov/content/pkg/CPRT-86SPRT48998/pdf/CPRT-86SPRT48998.pdf","72.0 MB","","0 B","","0 B","","0 B","","0 B","STUDY PREPARED AT THE REQUEST OF THE SUBCOMMITTEE ON AMERICAN REPUBLICS AFFAIRS OF THE COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE / by NATIONAL PLANNING ASSOCIATION (Pursuant to S. Res. 330, 85th Cong., and S. Res. 31, 86th Cong.) JANUARY 31, 1960 Printed for the use of the Committee on Foreign Relations UNITED STATES GOVERNMENT PRINTING ...","","1960-01-31"
"55","Congressional Committee Prints","CPRT-88JPRT93389","CPRT-88JPRT93389","Legislation on foreign relations.","https://www.govinfo.gov/app/details/CPRT-88JPRT93389/CPRT-88JPRT93389","https://www.govinfo.gov/content/pkg/CPRT-88JPRT93389/pdf/CPRT-88JPRT93389.pdf","348.5 MB","","0 B","","0 B","","0 B","","0 B","ON FOREIGN RELATIONS UNITED STATES SENATE COMMITTEE ON FOREIGN AFFAIRS U.S. HOUSE OF REPRESENTATIVES MARCH 1963 Printed for the use of the Committees on Foreign Relations and Foreign Affairs of the Senate and House of Representatives 93380 U.S. GOVERNMENT PRINTING OFFICE WASHINGTON : 1963 COMMITTEE ON FOREIGN RELATIONS J. W. FULBRIGHT, Arkansas, ...","","1968-03-01"
"56","Congressional Committee Prints","CPRT-117SPRT50121","CPRT-117SPRT50121","ENHANCING TRANSPARENCY ON INTERNATIONAL AGREEMENTS AND NON-BINDING INSTRUMENTS","https://www.govinfo.gov/app/details/CPRT-117SPRT50121/CPRT-117SPRT50121","https://www.govinfo.gov/content/pkg/CPRT-117SPRT50121/pdf/CPRT-117SPRT50121.pdf","97.4 KB","https://www.govinfo.gov/content/pkg/CPRT-117SPRT50121/html/CPRT-117SPRT50121.htm","58.0 KB","","0 B","","0 B","","0 B"," PREPARED FOR THE USE OF THE COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE One Hundred Seventeenth Congress SECOND SESSION December 22, 2022 [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] Printed for the use of the Committee on Foreign Relations Available via World Wide Web: http://www.govinfo.gov U.S. GOVERNMENT PUBLISHING OFFICE 50-121 PDF ...","","2022-12-22"
"57","Congressional Committee Prints","CPRT-115SPRT24728","CPRT-115SPRT24728","MEMBERSHIP AND JURISDICTION OF SUBCOMMITTEES","https://www.govinfo.gov/app/details/CPRT-115SPRT24728/CPRT-115SPRT24728","https://www.govinfo.gov/content/pkg/CPRT-115SPRT24728/pdf/CPRT-115SPRT24728.pdf","68.4 KB","https://www.govinfo.gov/content/pkg/CPRT-115SPRT24728/html/CPRT-115SPRT24728.htm","15.0 KB","","0 B","","0 B","","0 B","STATES SENATE [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] JANUARY 2017 Printed for the use of the Committee on Foreign Relations ______ U.S. GOVERNMENT PUBLISHING OFFICE 24-728 PDF WASHINGTON : 2017 For sale by the Superintendent of Documents, U.S. Government Publishing Office Internet: bookstore.gpo.gov Phone: toll free (866) 512-1800; DC area (202)...","","2017-01-01"
